"estimate.fixed","st_err.fixed","estimate.rand","st_err.rand"
0.178393474689072,0.172641559214595,0.368730402553164,0.166041628951501
-0.499997117250854,0.181488783247074,0.203456440811412,0.170749459611158
-0.211841356036727,0.180873350021678,0.35528047510491,0.172896913854776
-0.168232091918653,0.175089946220265,0.0936819353668354,0.176775529898517
0.157630841245431,0.177737139988789,-0.166833990021582,0.174355866715316
-0.0474582401042247,0.177889565351584,-0.014789960193702,0.171989579550073
0.0294658913430292,0.171661993353402,-0.0629984073853551,0.177509032254166
0.123859240375677,0.176076918766388,0.141208672792796,0.177287428415555
0.194070725602501,0.173043509817947,0.618161373675383,0.174055323410969
0.273414212570995,0.170116946648363,0.309310690178559,0.172258439162914
0.146316954921495,0.171203756107523,0.527354925717201,0.175476254911648
-0.0770512208073186,0.175599413853704,0.102771814074067,0.171426083347967
0.0619009461760396,0.175954600113169,-0.0483393429857824,0.179534253538076
0.322123156267409,0.180258664235816,0.159064694629687,0.178548728393928
0.225851714793297,0.173878184255616,0.254103202014986,0.163900482454458
-0.149399102698968,0.18238369234923,0.0572020200756473,0.169138647595624
0.217225452745619,0.170485737023387,0.286992383277193,0.179182698046288
0.361541133589905,0.182306659306059,0.269501744751875,0.168873927117763
-0.126058398161517,0.177639239554276,-0.0172811378715922,0.185911806102669
0.120773851814429,0.173861940272826,0.142480566614152,0.178088062729132
-0.168232091918653,0.175089946220265,-0.106985211384828,0.174914254644071
0.313700280205043,0.165720582155857,-0.306941132119127,0.171582212492965
0,0.181672102108129,-0.432513020330237,0.183876596201984
0.0751510272404663,0.173417549787453,0.372060780276323,0.163767362725643
-0.258228177587978,0.174756214248736,-0.135338630108458,0.173546042836103
0.288797521535647,0.174928901851854,-0.304271833111871,0.184616554354043
0.30446109347034,0.179713275422234,0.596110001444558,0.172787645209795
0.17564287797465,0.171295312483874,0.0784051335288598,0.177137783231246
-0.122803320384523,0.175321953644152,0.735706794978741,0.17325019318945
0.116155084636275,0.1822795247645,0.103571345896006,0.172093334752996
0.119798462827328,0.173155964537481,0.682977819573888,0.166198011271109
0.198363172805238,0.182133176672457,0.52307666129821,0.16750119671543
0.327759108708456,0.177448602092875,0.48589274207307,0.168014085935494
0.0146759311493272,0.171325250893203,0.0770512208073186,0.175599413853704
0.0154067261435047,0.175539278587248,0.0945168437849291,0.177563240027649
-0.0483393429857824,0.179534253538076,0.138766200575624,0.17574004423468
0.109793645622905,0.177201856457369,0.54054424906828,0.175259342670839
0.261852450074334,0.171010101663205,0.123859240375677,0.176076918766388
-0.0945168437849291,0.177563240027649,0.333384225932636,0.174851557955142
-0.11501885456054,0.181382796658356,0.18268592189181,0.182514225108258
-0.151579656046529,0.166145144312366,-0.442795097175206,0.182621389309072
0.0624422533377591,0.176722999437184,-0.369097463937289,0.188648640063567
0.0458338026127594,0.174816946817326,-0.171142663370306,0.176608818030491
0.246972129026942,0.181939318183283,0.0154067261435047,0.175539278587248
0.194070725602501,0.173043509817947,0.368335930476784,0.169152797333698
0.284778546589851,0.169253093139694,-0.235689730456993,0.177674509152015
0.156235703170358,0.176944038556785,0.458941809476658,0.160716187121582
-0.160366076136674,0.170920676928713,0.0288071538594981,0.169731921606979
